OrderID,OrderDate,UnitCost,Price,OrderQty,CostOfSales,Sales,Profit,Channel,PromotionName,ProductName,Manufacturer,ProductSubCategory,ProductCategory,Region,City,Country
7061,2/4/2013,40.2462802450235,69,36,1448.86608882085,2373.6,924.733911179153,Online,Asian Spring Promotion,Proseware CRT19 E201 White,"Proseware, Inc.",Monitors,Computers,Asia,Beijing,China
7740,8/9/2012,39.8215910076352,299.9,25,995.53977519088,7497.5,6501.96022480912,Online,No Discount,Litware Home Theater System 2.1 Channel E212 Brown,"Litware, Inc.",Home Theater System,TV and Video,Asia,Beijing,China
7605,8/30/2013,2.88943158172278,186.9,10,28.8943158172278,1869,1840.10568418277,Online,No Discount,A. Datum Bridge Digital Camera M300 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
7069,12/19/2011,34.3738051050219,129,6,206.242830630132,735.3,529.057169369869,Online,Asian Holiday Promotion,WWI LCD17W E200 White,Wide World Importers,Monitors,Computers,Asia,Beijing,China
1755,2/10/2012,63.7547578874289,67.4,4,255.019031549716,215.68,-39.3390315497157,Online,Asian Spring Promotion,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Bluetooth Headphones,Audio,Asia,Beijing,China
7119,1/25/2012,0.522103371749996,343,9,4.69893034574997,3018.4,3013.70106965425,Store,North America Spring Promotion,Contoso SLR Camera M145 Blue,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Yakima,United States
689,1/29/2013,234.086252029131,304,12,2809.03502434957,3562.88,753.844975650428,Store,European Spring Promotion,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Europe,Cheshire,United Kingdom
7015,11/10/2013,68.0364747513796,102,8,544.291798011037,754.8,210.508201988963,Store,European Holiday Promotion,Proseware Photo Inkjet Printer E290 Green,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Cheshire,United Kingdom
7020,3/19/2013,17.4299753184084,31,12,209.159703820901,372,162.840296179099,Store,European Spring Promotion,Contoso Integrated Business Phone L08 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Cheshire,United Kingdom
698,4/26/2014,241.908741751954,304,20,4838.17483503908,6080,1241.82516496092,Store,No Discount,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Cle Elum,United States
7043,4/12/2012,183.692852814848,269.9,15,2755.39279222273,4048.5,1293.10720777727,Store,No Discount,WWI Desktop PC1.80 E1801 Black,Wide World Importers,Desktops,Computers,North America,Westminster,Canada
7080,11/15/2013,359.516409130297,627,13,4673.71331869386,7900.2,3226.48668130614,Store,North America Holiday Promotion,Fabrikam SLR Camera X149 Blue,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Pittsfield,United States
7052,3/23/2012,23.6961707177158,26.9,5,118.480853588579,134.5,16.019146411421,Store,No Discount,Contoso Bright Light battery E20 Pink,"Contoso, Ltd",Computers Accessories,Computers,North America,Pittsfield,United States
7022,10/18/2014,144.817169309955,199.95,13,1882.62320102942,2519.37,636.746798970581,Store,North America Holiday Promotion,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Recording Pen,Audio,North America,Baytown,United States
1260,5/24/2012,1.88134893862746,12.99,5,9.40674469313729,64.95,55.5432553068627,Online,No Discount,Contoso 512MB MP3 Player E51 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
7084,4/11/2012,206.386615512175,409,10,2063.86615512175,4090,2026.13384487825,Online,No Discount,Contoso Home Theater System 4.1 Channel M1400 Brown,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Berlin,Germany
7728,8/22/2013,128.733459450511,169.99,9,1158.6011350546,1478.913,320.311864945405,Online,European Back-to-Scholl Promotion,"Adventure Works 20"" CRT TV E15 White",Adventure Works,Televisions,TV and Video,Europe,Berlin,Germany
416,12/13/2011,152.426273152695,310,16,2438.82037044311,4836,2397.17962955689,Online,European Holiday Promotion,The Phone Company Smart phones Unlocked International M800 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Berlin,Germany
273,11/19/2013,39.6363190310518,77.68,8,317.090552248414,574.832,257.741447751586,Online,European Holiday Promotion,Contoso 4GB Flash MP3 Player E401 Blue,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
837,6/17/2013,51.0444614876778,95.95,10,510.444614876778,959.5,449.055385123222,Online,No Discount,Contoso 4GB Portable MP3 Player M450 Black,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
407,11/23/2014,203.716003520618,232,16,3259.45605632989,3433.6,174.143943670114,Online,European Holiday Promotion,Contoso 16GB New Generation MP5 Player M1650 Silver,"Contoso, Ltd",MP4&MP3,Audio,Europe,Berlin,Germany
58,4/6/2014,77.9850288261519,299.0,24.0,1871.64069182765,7056.4,5184.75930817235,Online,Asian Summer Promotion,SV Car Video TFT7 M7000 Silver,Southridge Video,Car Video,TV and Video,Asia,Beijing,China
58,4/6/2014,77.9850288261519,299.0,24.0,1871.64069182765,7056.4,5184.75930817235,Online,Asian Summer Promotion,SV Car Video TFT7 M7000 Silver,Southridge Video,Car Video,TV and Video,Asia,Beijing,China
